time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,regen_energy_kwh,fuel_consumption_l,passengers,throttle,brake
67.900000,e1,69.910,11.3872,69.910,2.249845,0.000000,0.0000,0,0.2000,0.0000
68.000000,e1,71.046,11.3208,71.046,2.249845,0.000000,0.0000,0,0.0000,0.3500
68.100000,e1,72.180,11.3764,72.180,2.270675,0.000000,0.0000,0,0.2000,0.0000
68.200000,e1,73.315,11.3100,73.315,2.270675,0.000000,0.0000,0,0.0000,0.3500
68.300000,e1,74.448,11.3656,74.448,2.291487,0.000000,0.0000,0,0.2000,0.0000
68.400000,e1,75.582,11.2992,75.582,2.291487,0.000000,0.0000,0,0.0000,0.3500
68.500000,e1,76.714,11.3549,76.714,2.312282,0.000000,0.0000,0,0.2000,0.0000
68.600000,e1,77.847,11.2885,77.847,2.312282,0.000000,0.0000,0,0.0000,0.3500
68.700000,e1,78.978,11.3441,78.978,2.333059,0.000000,0.0000,0,0.2000,0.0000
68.800000,e1,80.109,11.2777,80.109,2.333059,0.000000,0.0000,0,0.0000,0.3500
68.900000,e1,81.240,11.3334,81.240,2.353819,0.000000,0.0000,0,0.2000,0.0000
69.000000,e1,82.370,11.2670,82.370,2.353819,0.000000,0.0000,0,0.0000,0.3500
69.100000,e1,83.499,11.3226,83.499,2.374562,0.000000,0.0000,0,0.2000,0.0000
69.200000,e1,84.634,11.3783,84.634,2.395394,0.000000,0.0000,0,0.2000,0.0000
69.300000,e1,85.769,11.3119,85.769,2.395394,0.000000,0.0000,0,0.0000,0.3500
69.400000,e1,86.903,11.3675,86.903,2.416209,0.000000,0.0000,0,0.2000,0.0000
69.500000,e1,88.036,11.3011,88.036,2.416209,0.000000,0.0000,0,0.0000,0.3500
69.600000,e1,89.169,11.3568,89.169,2.437007,0.000000,0.0000,0,0.2000,0.0000
69.700000,e1,90.302,11.2903,90.302,2.437007,0.000000,0.0000,0,0.0000,0.3500
69.800000,e1,91.433,11.3460,91.433,2.457788,0.000000,0.0000,0,0.2000,0.0000
69.900000,e1,92.565,11.2796,92.565,2.457788,0.000000,0.0000,0,0.0000,0.3500
70.000000,e1,93.695,11.3353,93.695,2.478551,0.000000,0.0000,0,0.2000,0.0000
70.100000,e1,94.826,11.2688,94.826,2.478551,0.000000,0.0000,0,0.0000,0.3500
70.200000,e1,95.955,11.3245,95.955,2.499296,0.000000,0.0000,0,0.2000,0.0000
70.300000,e1,97.091,11.3802,97.091,2.520132,0.000000,0.0000,0,0.2000,0.0000
70.400000,e1,98.225,11.3137,98.225,2.520132,0.000000,0.0000,0,0.0000,0.3500
70.500000,e1,99.359,11.3694,99.359,2.540950,0.000000,0.0000,0,0.2000,0.0000
70.600000,e1,100.493,11.3030,100.493,2.540950,0.000000,0.0000,0,0.0000,0.3500
70.700000,e1,101.626,11.3586,101.626,2.561751,0.000000,0.0000,0,0.2000,0.0000
70.800000,e1,102.759,11.2922,102.759,2.561751,0.000000,0.0000,0,0.0000,0.3500
70.900000,e1,103.891,11.3479,103.891,2.582534,0.000000,0.0000,0,0.2000,0.0000
71.000000,e1,105.022,11.2814,105.022,2.582534,0.000000,0.0000,0,0.0000,0.3500
71.100000,e1,106.153,11.3371,106.153,2.603300,0.000000,0.0000,0,0.2000,0.0000
71.200000,e1,107.283,11.2707,107.283,2.603300,0.000000,0.0000,0,0.0000,0.3500
71.300000,e1,108.413,11.3264,108.413,2.624049,0.000000,0.0000,0,0.2000,0.0000
